timestamp,language,question,answer
2026-01-12T11:41:15.754569,en,hindi mein bata sakta hai,"Main apne jaankaare ke hisaab se aapke pradarshan ki jagah aapka uplabdh department batata hoon: 

Kis department mein jana chahive?"
2026-01-12T11:41:29.422950,hi,कार्डियोलॉजी,"विभाग का नाम कार्डियोलॉजी यूनिट 1, डॉक्टर का नाम Dr. O. Sai Satish, और पता ग्राउंड फ्लोर, कमरा 2, 4, 6 है।"
2026-01-12T11:41:53.894867,te,కార్డియాలజీ ఎమర్జెన్సీ డిపార్ట్మెంట్,"విభాగం పేరు కార్డియాలజీ యూనిట్-1, డాక్టర్ పేరు Dr. O. Sai Satish, మరియు చిరునామా గ్రౌండ్ ఫ్లోర్, గది 2, 4, 6."
2026-01-12T11:42:10.229208,te,నాలుగు ఆరు,"OPD బ్లాక్, గ్రౌండ్ ఫ్లోర్"
2026-01-12T11:42:16.415704,hi,ग्राउंड फ्लोर,"- Department: जनरल ओपीडी, Doctor: General Duty Doctor, Location: ओपीडी ब्लॉक, ग्राउंड फ्लोर
- Department: सामान्य चिकित्सा, Doctor: General Physician, Location: ओपीडी ब्लॉक, ग्राउंड फ्लोर
- Department: कार्डियोलॉजी यूनिट 1, Doctor: Dr. O. Sai Satish, Location: ग्राउंड फ्लोर, कमरा 2, 4, 6
- Department: कार्डियोलॉजी यूनिट 2, Doctor: Dr. B. Srinivas, Location: ग्राउंड"
2026-01-12T11:43:09.078646,en,location,"General OPD, Doctor: General Duty Doctor, Location: OPD Block, Ground Floor
General Medicine, Doctor: General Physician, Location: OPD Block, Ground Floor
Pulmonary Medicine, Doctor: Dr. G. K. Paramjyothi, Location: 4th floor, rooms 403 and 404
Urology, Doctor: Dr. Ch. Ram Reddy, Location: 6th floor, rooms 609, 611
Cardiology Unit 1, Doctor: Dr. O. Sai Satish, Location: Ground floor, rooms 2, 4, 6
Cardiology Unit 2, Doctor: Dr. B. Srinivas, Location: Ground floor, rooms"
2026-01-12T11:44:23.059666,te,లొకేషన్ టూ యు,"గ్రౌండ్ ఫ్లోర్, గది 2, 4, 6"
2026-01-12T11:44:41.658814,hi,हार्ट सर्जरी डिपार्टमेंट,"- Department: कार्डियोलॉजी यूनिट 1
- Doctor: Dr. O. Sai Satish
- Location: ग्राउंड फ्लोर, कमरा 2, 4, 6"
2026-01-12T11:44:58.533102,te,కెన్ ఐ గెట్ డాక్టర్ కన్,"కార్డియాలజీ యూనిట్-1
డాక్టర్: డాక్టర్ ఓ. సై శాంత్
లోకేషన్: గ్రౌండ్ ఫ్లోర్, గది 2, 4, 6"
2026-01-12T11:45:17.550280,te,కెన్ ఐ గెట్ డాక్టర్ అపాయింట్మెంట్ టుడే,"జనరల్ ఓపీడీ బ్లాక్, గ్రౌండ్ ఫ్లోర్"
2026-01-12T11:46:41.387689,hi,ग्राउंड फ्लोर,"जनवरी 2024 से 4, 6 पर दूसरे डॉक्टरों के बदलाव के साथ डेटा अद्यतन करें: 
- Department: जनरल ओपीडी, Doctor: General Duty Doctor, Location: ओपीडी ब्लॉक, ग्राउंड फ्लोर
- Department: सामान्य चिकित्सा, Doctor: General Physician, Location: ओपीडी ब्लॉक, ग्राउंड फ्लोर
- Department: कार्डियोलॉजी यूनिट 1, Doctor: Dr. S. N. Rao, Location: ग्राउंड फ्लोर, कमरा 2,"
2026-01-12T11:47:42.349331,te,పలమనే,"పల్మనరీ మెడిసిన్, 4వ అంతస్తు, గది 403, 404."
2026-01-12T11:49:15.197152,en,where is neurology,"The department name is Urology, the doctor's name is Dr. Ch. Ram Reddy, and the address is 6th floor, rooms 609, 611."
2026-01-12T11:50:07.091883,en,hello how can i help you,I'll assist you in matching your symptoms to the most relevant department in this hospital. Please report your symptoms and I'll provide the department information.
2026-01-23T11:02:56.963788,en,where is gastroenterology,"The department name is General Medicine, the doctor's name is General Physician, and the address is OPD Block, Ground Floor."
2026-01-23T11:03:41.316321,en,i feel chest tightness which department should i go to,"The department name is General Medicine, the doctor's name is General Physician, and the address is OPD Block, Ground Floor."
2026-01-23T11:03:57.210845,te,గ్రౌండ్ ఫ్లోర్,"- Department: కార్డియాలజీ యూనిట్-1, Doctor: Dr. O. Sai Satish, Location: గ్రౌండ్ ఫ్లోర్, గది 2, 4, 6
- Department: కార్డియాలజీ యూనిట్-2, Doctor: Dr. B. Srinivas, Location: గ్"
2026-01-23T11:23:09.721120,en,i feel little chest tightness which department should i go to,"The department name is General Medicine, the doctor's name is General Physician, and the address is OPD Block, Ground Floor."
2026-01-23T11:24:17.979432,en,purchase tightness which department should i go to,"The department name is General Medicine, the doctor's name is General Physician, and the address is OPD Block, Ground Floor."
2026-01-23T11:35:22.199126,en,i feel chest tight,"Cardiology Unit 1
Cardiology Unit 2
Cardiology Unit 4"
2026-01-23T11:35:40.108859,hi,वेयर आर कार्डियोलॉजी डिपार्मेंट,"विभाग का नाम कार्डियोलॉजी यूनिट 1, डॉक्टर का नाम Dr. O. Sai Satish, और पता ग्राउंड फ्लोर, कमरा 2, 4, 6 है।"
2026-01-23T11:36:04.415644,te,కెన్ యు గివ్ మీ ది కార్డియాలజీ యూనిట్ అవుట్ పుట్ ఇన్ ఇంగ్లీష్,"విభాగం పేరు కార్డియాలజీ యూనిట్-1, డాక్టర్ పేరు Dr. O. Sai Satish, మరియు చిరునామా గ్రౌండ్ ఫ్లోర్, గది 2, 4, 6."
2026-01-23T11:47:11.428765,en,where is cardiology department,"The department name is General Medicine, the doctor's name is General Physician, and the address is OPD Block, Ground Floor."
2026-01-23T11:52:52.021089,en,where is cardiology department,"The department name is Cardiology Unit 1, the doctor's name is Dr. O. Sai Satish, and the address is Ground floor, rooms 2, 4, 6."
2026-01-23T11:53:08.128062,te,రూమ్స్ టు ఫోర్ సెక్స్,"సాధ్యమైనంత త్వరితంగా మేము నేను సర్చ్ చేయలేదు. కానీ ఒక సమాచారం సాధారణ రూమ్స్.

సమాచారం ఉపయ"
2026-01-23T11:53:34.785645,en,i have tb which department should i go to,"The department name is Pulmonary Medicine, the doctor's name is Dr. G. K. Paramjyothi, and the address is 4th floor, rooms 403 and 404."
2026-01-23T11:53:59.124612,en,for bp related problems which department should i go to,"The department name is General Medicine, the doctor's name is General Physician, and the address is OPD Block, Ground Floor."
2026-01-23T11:54:48.631355,en,i have high blood sugar level,"The department name is General Medicine, the doctor's name is General Physician, and the address is OPD Block, Ground Floor."
2026-01-23T11:55:49.605496,en,i have kidney stone which department should i go to,"The department name is Urology, the doctor's name is Dr. Ch. Ram Reddy, and the address is 6th floor, rooms 609, 611."
2026-01-23T11:56:33.728376,en,i have a foot wound and it is not healing which department should i go to,Urology
2026-01-23T12:09:03.720988,en,i have a foot wound which is not healing,"The department name is Vascular Surgery, the doctor's name is Dr. Sandeep Mahapatra, and the address is 5th floor, room 501."
2026-01-23T12:09:24.934494,en,i have cough for more than one,General Medicine or Pulmonary Medicine
2026-01-23T12:38:39.176592,en,where is cardiology department,"The department name is Cardiology Unit 1, the doctor's name is Dr. O. Sai Satish, and the address is Ground floor, rooms 2, 4, 6."
2026-01-23T12:38:55.267279,te,రూమ్స్ టు ఫోర్ సెక్స్,"నాకు ఈ క్రింది లక్షణాలు ఉన్నాయి: జ్వరం, తాపం, ఒళ్ళు నొప్పులు, శరీర నొప్పి, నీరసం, బలహీనత, ఆ"
2026-01-23T12:39:38.825555,te,ఐ హావ్ ఏ సోలన్ లెగ్ విచ్ డిపార్ట్మెంట్ షుడ్ ఐ గో టు,విభాగం : కార్డియాలజీ యూనిట్-1
2026-01-23T12:40:06.485531,en,where is neurology department,- Department: (None)
2026-01-23T12:40:15.545123,te,న్యూరాలజీ డిపార్ట్మెంట్,"Sorry, I'm having trouble connecting to my brain."
2026-01-23T12:40:30.839701,en,what is unable to access the dictionary file it will give out,I cannot provide medical advice. Please consult a doctor.
2026-01-23T12:40:50.543862,en,where is medical shop,Pharmacy
2026-01-23T12:41:02.497772,en,where is pharmacy department,Pharmacy/Pharmacology
2026-01-23T12:49:14.180973,en,i have a swollen,Vascular Surgery
2026-01-23T12:49:31.465813,en,where can i get medicine,"General OPD, Doctor: General Duty Doctor, Location: OPD Block, Ground Floor, Treats/Symptoms: general checkup, problem, pain"
2026-01-23T12:50:06.756112,en,where is pharmacy department,Pharmacy Department is not found in the provided database.
2026-01-23T12:50:19.381538,en,where is neurology department,Neurology is not mentioned in the provided hospital data.
2026-01-23T12:50:34.974238,en,can you tell me where is ent department,"The department name is General Medicine, the doctor's name is General Physician, and the address is OPD Block, Ground Floor."
2026-01-23T12:51:04.138459,en,for how many departments you can provide,"General OPD
General Medicine
Cardiology Unit 1
Cardiology Unit 2
Cardiology Unit 4
Medical Gastroenterology
Pulmonary Medicine
Urology
Vascular Surgery"
2026-01-23T12:51:44.080500,en,can you tell me where is nims hospital,Information not available
2026-01-23T12:52:06.699530,en,can you tell me where is paediatric department,I don't see Pediatric Department in the provided hospital data.
2026-01-23T12:56:21.080913,en,which department should i go to to give out blood samples,General Medicine
2026-01-23T12:56:34.958599,en,where is icu,"Department: ICU, Doctor: Variable, Location: 2nd floor,"
2026-01-23T12:57:07.698763,en,what are opd timings for this hospital,I don't have OPD timings information in my response format.
2026-01-23T12:58:22.223928,en,where is neurology department,"There is no direct information about the Department:  Neurology. However it seems that the General Medicine has some symptoms related to: 

- Headache"
2026-01-23T12:58:44.925829,en,can you tell me what are the opd timings for this hospital,No available information.
2026-01-23T12:58:53.924786,en,where is urology department,"The department name is Urology, the doctor's name is Dr. Ch. Ram Reddy, and the address is 6th floor, rooms 609, 611."
2026-01-23T12:59:23.245222,en,i have problems of tb which department should i go to,"The department name is Pulmonary Medicine, the doctor's name is Dr. G. K. Paramjyothi, and the address is 4th floor, rooms 403 and 404."
2026-01-23T12:59:43.482806,en,i have bp problems,"The department name is General Medicine, the doctor's name is General Physician, and the address is OPD Block, Ground Floor."
2026-01-23T13:00:01.461654,en,can you tell me where is medicine shop,- Not in this hospital list.
2026-01-23T13:00:15.130622,en,where is pharmacy department,"Department: Pharmacy, Doctor/Location: Not Mentioned 

However, based on common locations the pharmacy department is often: Ground Floor, Treats/Symptoms:  medication, general pharmacy, pharmacy, medicine, drugs"
2026-01-23T13:00:45.748598,en,medication general pharmacy pharmacy medicine drugs,Department: General OPD
2026-01-23T13:00:57.563956,en,for chest tightness problems which department should i go to,"The department name is Cardiology Unit 1, the doctor's name is Dr. O. Sai Satish, and the address is Ground floor, rooms 2, 4, 6."
2026-01-23T13:01:13.768262,te,రూమ్స్ టు ఫోర్ సెక్స్,"జనరల్ ఓపీడీ విభాగంలో జ్వరం, తాపం, ఒళ్ళు నొప్పులు, శరీర నొప్పి, నీరసం మొదలైన లక్షణాలు ఉన్న"
2026-01-23T13:01:45.053659,en,i have a swollen leg which department should i go to,"The department name is Vascular Surgery, the doctor's name is Dr. Sandeep Mahapatra, and the address is 5th floor, room 501."
2026-01-23T13:02:56.455946,en,can you tell me where is paediatric department,No information available
2026-01-23T13:03:10.031616,hi,आप एक है मस्जिद अल्लाह का घर करके,मस्जिद अल्लाह का घर। यहाँ आपको सबसे प्रासंगिक विभाग मिलेगा जो आपके लक्षणों के लिए उपयुक्त है। कृपया अपने लक्षणों की सूची शेयर करें जिससे मैं आपको सबसे प्रासंगिक विभाग बता सकता हूँ।
2026-01-24T12:12:14.175920,en,can you tell me where is medical department,"Sorry, I'm having trouble connecting to my brain."
2026-01-24T12:14:38.915074,en,can you tell me where is cardiology department,"The department name is Cardiology Unit 1, the doctor's name is Dr. O. Sai Satish, and the address is Ground floor, rooms 2, 4, 6."
2026-01-24T12:14:54.858468,te,రూమ్స్ టు ఫోర్ సెక్స్,"వివరణ
వ్యక్తులు జన్యుపరంగా లక్షణశాస్త్రం ద్వారా అవినీతిరేఖనం చేస్తారు. అందుకే కొన్న"
2026-01-24T12:15:21.874119,te,న్యూరాలజీ విభాగం ఎక్కడ ఉంది,"Sorry, I'm having trouble connecting to my brain."
2026-01-24T12:15:54.295742,en,neurology vibhag ekkada undi,Department: General OPD
2026-01-24T12:16:15.223520,en,where is neurology department,"There is no separate ""Neurology"" department listed in the provided hospital data."
2026-01-24T12:16:29.332727,te,న్యూరాలజీ విభాగం ఎక్కడ ఉంది,న్యూరాలజీ విభాగం హోస్పిటల్ సంబంధిత డేటాలో పేర్కొనబడలేదు.
2026-01-24T12:17:11.803420,te,ఫార్మసీ ఎక్కడ ఉంది,ఫార్మసీ ప్రధాన డ్యాఫ్టర్ ఫేసిటీ మరియు హాస్పిటల్ ఎంట్రెన్స్ దగ్గరగానే ఉంది
2026-01-24T12:18:33.338244,te,నిమ్స్ హాస్పిటల్ ఎక్కడ ఉంది,నిమ్స్ హాస్పిటల్ భారత్ లోని తెలంగాణ రాష్ట్రంలోని  హైదరాబాదు నగరంలో ఉంది. ఇది సాంకేతికత
2026-01-24T12:28:59.976502,en,my location,General OPD
2026-01-24T12:34:54.044064,te,ఐ హవె టాబ్ విచ్ డిపార్ట్మెంట్,విభాగం: జనరల్ ఓపీడీ
2026-01-24T12:35:54.788420,te,నాకు టీవీ ఉంది,మెడికల్ గ్యాస్ట్రోఎంటరాలజీ - దగ్గరలోని విభాగం.
2026-01-24T12:45:14.810379,en,i have tb which department should i,"The department name is Pulmonary Medicine, the doctor's name is Dr. G. K. Paramjyothi, and the address is 4th floor, rooms 403 and 404."
2026-01-24T12:46:04.413400,te,నాకు టీవీ ఉంది,General Physician
2026-01-24T13:05:05.230257,en,i have,General Medicine
2026-01-24T13:06:10.352204,en,i have tb which department should i go to,"The department name is Pulmonary Medicine, the doctor's name is Dr. G. K. Paramjyothi, and the address is 4th floor, rooms 403 and 404."
2026-01-24T13:06:32.193401,te,నాకు టీవీ ఉంది,"జనరల్ మెడిసిన్ విభాగంలో ఉన్న జనరల్ వైద్యుడు దయనించి విద్య, సంస్కృతి దగ్గర, సోషల్ మెడియా"
2026-01-24T13:11:41.433242,en,hello how can i help,General OPD
2026-01-24T13:12:13.606486,en,sorry i didn't catch that please can you ask your question,What is the user experiencing (symptoms)?
2026-01-24T13:12:33.791265,te,నాకు టీవీ ఉంది నేను ఏ విభాగానికి వెళ్ళాలి,"హాస్పిటల్ నావిగేషన్ అసిస్టెంట్‌గా, నేను మాత్రమే అభ్యర్థించిన విభాగం సమాచారాన్ని సరిప"
2026-01-24T13:12:48.128283,te,హాస్పిటల్ నావిగేషన్ అసిస్టెంట్గా నేను మాత్రమే అభ్యర్థించిన విభాగం సమాచారాన్ని సరి,"Sorry, I'm having trouble connecting to my brain."
2026-01-24T13:38:22.853640,te,ఐ హావ్ టి బి విచ్ టు పర్మిషన్స్,Department: పల్మనరీ మెడిసిన్
2026-01-24T13:38:31.389950,en,department pulmonary medicine,"The department name is Pulmonary Medicine, the doctor's name is Dr. G. K. Paramjyothi, and the address is 4th floor, rooms 403 and 404."
2026-01-24T13:55:48.343144,en,hello how can i help,General MEDICINE
2026-01-24T13:58:37.926120,en,hello how can i help you,General Medicine
2026-01-24T14:08:22.815557,en,hello how can i help,General OPD
2026-01-24T14:15:35.099372,en,can you tell me where is cardi,General Medicine
2026-01-24T14:15:56.884852,en,cardiology department where is pulmonology,"The department name is Cardiology Unit 1, the doctor's name is Dr. O. Sai Satish, and the address is Ground floor, rooms 2, 4, 6."
2026-01-24T14:16:30.145174,en,where is pulmonology department,Pulmonary Medicine
2026-01-24T14:16:39.614455,en,where is pulmonary medicine,"The department name is Pulmonary Medicine, the doctor's name is Dr. G. K. Paramjyothi, and the address is 4th floor, rooms 403 and 404."
2026-01-24T14:17:03.447803,en,i have a swollen leg which department should i go to,"The department name is Vascular Surgery, the doctor's name is Dr. Sandeep Mahapatra, and the address is 5th floor, room 501."
2026-01-24T14:17:27.796362,en,i have chronic cough which department should i go to,"The department name is Pulmonary Medicine, the doctor's name is Dr. G. K. Paramjyothi, and the address is 4th floor, rooms 403 and 404."
2026-01-24T14:17:48.429667,en,can you tell me where is neurology,There is no department mentioned as Neurology in the provided data.
2026-01-24T14:18:02.391541,en,can you tell me where is ent department,"The department name is General Medicine, the doctor's name is General Physician, and the address is OPD Block, Ground Floor."
2026-01-24T14:18:26.784947,en,can you tell me where is paediatric department,This list of departments provided appears to be focused on adult health concerns. It doesn't have a Pediatric department mentioned within it
2026-01-24T14:18:51.787879,en,i have chest pain which department should i go to,"The department name is Cardiology Unit 1, the doctor's name is Dr. O. Sai Satish, and the address is Ground floor, rooms 2, 4, 6."
2026-01-24T14:19:24.160377,en,can you tell me what are the working hours of nims hospital,"There is no information provided about the hospital ""NIMS hospital"". I'm a navigation assistant for the provided hospital data."
2026-01-24T14:19:54.668624,en,for which disease should i go to pulmonary,Pulmonary Medicine
2026-01-24T14:20:06.954293,en,can you tell me where is pharmacy department,No information provided about the pharmacy department.
2026-01-24T14:56:06.025283,en,sarkari college department,"Based on the provided information, I couldn't find a department called ""sarkari college department."" Please provide symptoms or a clearer department name, and I'll do my best to assist you."
2026-01-24T14:56:28.917665,en,cardiology department,"The department name is Cardiology Unit 1, the doctor's name is Dr. O. Sai Satish, and the address is Ground floor, rooms 2, 4, 6."
2026-01-24T14:57:24.016743,en,vah thoda add kar do bus hello,I can't help you with that request.
2026-01-24T14:57:37.321524,en,where is orthopaedic department,- Department: Orthopaedic and Trauma
2026-01-24T14:57:57.256905,en,can you tell me where is orthopaedic department located,Department: Not Found
2026-01-24T14:58:16.054310,en,orthopedics can you tell me where is pulmonology department located,"I don't have information about orthopedics or that specific location, I can guide you to general information for pulmonary medicine instead:
Department: Pulmonary Medicine"
2026-01-24T14:58:58.476825,en,if i am not taking like that much delay so your speaker output will be taken as in,General OPD
2026-01-24T14:59:11.486801,en,where is pharmacy,- Department: not listed
2026-01-24T14:59:36.792020,te,సూపర్ స్పెషాలిటీ బ్లాక్ సి గ్రౌండ్ ఫర్ మీ రూమ్ నెంబర్,"గ్రౌండ్ ఫర్ మీ హెల్త్ కేర్ కోసం, మెడికల్ అడ్మినిస్ట్రేషన్ ద్వారా మొబైల్ నెంబర్ 040-ఎంఎన్ ("
2026-01-24T15:00:06.293800,en,where is urology department,"The department name is Urology, the doctor's name is Dr. Ch. Ram Reddy, and the address is 6th floor, rooms 609, 611."
2026-01-24T15:00:29.848217,en,for liver related problems which department should i go to,Medical Gastroenterology
2026-01-24T15:01:24.447161,en,pacemaker how to problem tmt machine treadmill related,"The department name is General OPD, the doctor's name is General Duty Doctor, and the address is OPD Block, Ground Floor."
2026-01-24T15:01:54.660795,en,tmt department ecg electrocardiography,Department: Cardiology Unit 1
2026-01-24T15:11:42.147558,en,can you tell me where is pharmacy department,"The department name is Pharmacy, the doctor's name is Duty Pharmacist, and the address is Ground Floor, Super Specialty Block, Room No. 13."
2026-01-24T15:13:52.809885,en,can you tell me where is medical block,General Medicine
2026-01-24T15:14:03.108167,hi,व्हेयर कैन ई गेट मी प्रिसक्राइब्ड मेडिक,फार्मेसी विभाग
2026-01-24T15:14:18.351045,en,where can i get my prescribed medicine,"The department name is Pharmacy, the doctor's name is Duty Pharmacist, and the address is Ground Floor, Super Specialty Block, Room No. 13."
2026-01-24T15:56:20.840221,en,can you tell me who is the director of nims hospital,Dr. Bheerappa Nagari is the Head of Institute in the Administration department.
2026-01-24T15:56:41.569858,en,can you tell me who manages cardiology department,"The department name is Cardiology Unit 1, the doctor's name is Dr. O. Sai Satish, and the address is Ground floor, rooms 2, 4, 6."
2026-01-24T15:57:05.360720,en,can you tell me the name of cardiology specialist,"The department name is Cardiology Unit 1, the doctor's name is Dr. O. Sai Satish, and the address is Ground floor, rooms 2, 4, 6."
2026-01-24T15:57:40.025672,en,can you tell me who manages urology department,"The department name is Urology, the doctor's name is Dr. Ch. Ram Reddy, and the address is 6th floor, rooms 609, 611."
2026-01-24T15:58:25.666013,en,bank balance architecture fayde main architecture of modules ko call karta hai mere pass difference,- Dept: General OPD
2026-01-24T15:58:40.563684,hi,आर्किटेक्चर फाइल्स में कॉल कर,कृपया बताएं कि वह लक्षण कौन से हैं जिसके लिए आर्किटेक्चर फाइल्स डिपार्टमेंट कॉल करना चाहिए।
2026-01-24T15:59:01.073254,hi,मेरे दिल में दर्द है,"विभाग का नाम जनरल ओपीडी, डॉक्टर का नाम General Duty Doctor, और पता ओपीडी ब्लॉक, ग्राउंड फ्लोर है।"
2026-01-24T15:59:20.053451,hi,सांस लेने में दिक्कत हो रही है,"विभाग का नाम पल्मोनरी मेडिसिन, डॉक्टर का नाम Dr. G. K. Paramjyothi, और पता 4वीं मंजिल, कमरा 403 और 404 है।"
2026-01-24T15:59:41.256711,en,for bp related problems which department should i consult to,"The department name is General Medicine, the doctor's name is General Physician, and the address is OPD Block, Ground Floor."
2026-01-24T16:00:12.389124,en,indian architecture ka video chahie vision process camera ke liye infection process microphone ka input leta hai usi se infection mein knowledge base access,General OPD
2026-01-24T16:00:34.530906,hi,कैमरा डीपी इनपुट भेजो कैसे इनपुट को प्रेसिडेंट देने का पूरा एट प्रेजेंट,"मैं आपको बता दूं कि यह एक अस्पताल नेविगेशन एट प्रेजेंट है, जिसमें उपयोगकर्ता द्वारा बताए गए लक्षणों को प्रदान की गई सूची से सबसे प्रासंगिक विभाग से मिलाना है।

**स्लाइड 1: विवरण**

* अस्पताल के निर्देशिका में एक आसानी से नेविगेट करने योग्य सिस्टम है।
* उपयोगकर्ता द्वारा बताए गए लक्षणों को प्रदान की गई सूची स"
2026-01-24T16:05:46.598094,en,can you tell me who is the registrar of nims hospital,"Dr. Shantveer G Uppin is the Registrar, Institutional Administration in the Administration department."
2026-01-24T16:31:12.492668,en,where is nims hospital located,I do not have that information.
2026-01-24T16:31:26.763471,en,how can i go to nims hospital,I do not have that information.
2026-01-24T16:31:40.617537,en,i have pain in my chest which department should i go to,"The department name is General OPD, the doctor's name is General Duty Doctor, and the address is OPD Block, Ground Floor."
2026-01-24T16:32:00.561802,en,chest problem,"The department name is General OPD, the doctor's name is General Duty Doctor, and the address is OPD Block, Ground Floor."
2026-01-24T16:32:18.036341,en,where is urology department,"The department name is Urology, the doctor's name is Dr. Ch. Ram Reddy, and the address is 6th floor, rooms 609, 611."
2026-01-24T16:32:48.685315,en,can you tell me what is hospital policy for emergency services,I do not have that information.
2026-01-24T16:33:05.301424,en,i have a problem regarding pacemaker which department should i consult to,"The department name is General OPD, the doctor's name is General Duty Doctor, and the address is OPD Block, Ground Floor."
2026-01-24T16:33:28.470717,en,i have a severe chest pain which department should i consult to,"I have information for Dr. O. Sai Satish, but not their specific role."
2026-01-24T16:34:07.605349,en,services ka keyboard,I do not have that information.
2026-01-24T16:34:19.977724,en,i have tb which department should i go to,"I have information for Dr. G. K. Paramjyothi, but not their specific role."
2026-01-24T16:34:44.576670,te,డాక్టర్ జీకే పురం జ్యోతి వాకర్,సమాచారం నా దగ్గర లేదు.
2026-01-24T16:35:08.970866,en,which department does dr gk param jyoti work at,I do not have that information.
2026-01-24T16:35:20.465765,en,can you tell me where is cardiology department,"The department name is Cardiology Unit 1, the doctor's name is Dr. O. Sai Satish, and the address is Ground floor, rooms 2, 4, 6."
2026-01-24T16:35:55.932330,en,i have problems with my upper part of the body which department should i go to,I do not have that information.
2026-01-24T16:36:23.594903,en,whatsapp status check good,I do not have that information.
2026-01-24T16:37:10.879491,en,for ecg which department should i go to,"You can find ECG at: Super Specialty Block, Ground Floor."
2026-01-24T16:37:26.140637,en,for tmt which department should i go,"You can find TMT at: Super Specialty Block, Ground Floor."
2026-01-24T16:37:46.239840,en,i want to find cardiology department,"The department name is Cardiology Unit 1, the doctor's name is Dr. O. Sai Satish, and the address is Ground floor, rooms 2, 4, 6."
2026-01-24T16:38:20.468419,en,can you tell me where is cardiology word,"The department name is Cardiology Unit 1, the doctor's name is Dr. O. Sai Satish, and the address is Ground floor, rooms 2, 4, 6."
2026-01-24T16:38:46.103045,en,i want to find cardiology icu where can i get that,"The department name is Cardiology Unit 1, the doctor's name is Dr. O. Sai Satish, and the address is Ground floor, rooms 2, 4, 6."
2026-01-24T16:39:20.981305,en,can you tell me where is pharmacy department,"The department name is Pharmacy, the doctor's name is Duty Pharmacist, and the address is Ground Floor, Super Specialty Block, Room No. 13."
2026-01-24T16:39:41.558083,en,can you tell me where is pulmonology,I do not have that information.
2026-01-24T16:40:04.313964,en,where can i find pulmonary medicine department,"The department name is Pulmonary Medicine, the doctor's name is Dr. G. K. Paramjyothi, and the address is 4th floor, rooms 403 and 404."
2026-01-24T16:40:27.385671,en,i have low bp which department should i go to,"The department name is Cardiology Unit 1, the doctor's name is Dr. O. Sai Satish, and the address is Ground floor, rooms 2, 4, 6."
2026-01-24T16:41:08.689307,hi,व्हाट अरे थे टाइमिंग्स फॉर हॉस्पिटल,जानकारी मेरे पास नहीं है।
2026-01-24T16:41:26.938387,en,what are the working hours of nims hospital,I do not have that information.
2026-01-24T16:42:11.403000,en,which department should i go to,I do not have that information.
2026-01-24T16:44:34.478230,en,aur jab llb ke pass jana matlab aur kya hoga jab knowledge base mein 6 sal department se to akele department mein jakar keyboard check kar raha hun vah time lag raha hai usmein vah hone ke bad response,I do not have that information.
2026-01-24T16:44:56.058781,en,piche koi content generator kaise hota tha research,I do not have that information.
2026-01-24T16:45:37.922751,en,tell me where is i am stomach pain in army,"I have information for Dr. Y. Satyanarayana Raju, but not their specific role."
2026-01-24T16:46:17.015185,en,where to go manali i have headache where to go,I do not have that information.
2026-01-24T16:46:42.604985,en,i have liver problem liver problem i have liver problem,"I have information for Dr. Y. Satyanarayana Raju, but not their specific role."
2026-01-24T16:51:38.534457,en,i have headache which department should i go to,I do not have that information.
2026-01-24T17:06:12.534197,hi,वे नीड एक्सेस ऑफ़ दिस एचटीएमएल पोट्स एंड थिस स्पोर्ट्स आई हैव,जानकारी मेरे पास नहीं है।
2026-01-24T17:06:23.498347,en,can you tell me where is cardiology department,"The department name is Cardiology Unit 1, the doctor's name is Dr. O. Sai Satish, and the address is Ground floor, rooms 2, 4, 6."
2026-01-24T17:06:44.913443,en,can you tell me where is medical gastroenterology,"The department name is Medical Gastroenterology, the doctor's name is Dr. Y. Satyanarayana Raju, and the address is 5th floor, room 502."
2026-01-24T17:08:01.010717,en,i have liver problems which department should i consult to,I do not have that information.
2026-01-24T17:13:15.380219,en,pharmacy ekkada undi,"The department name is Pharmacy, the doctor's name is Duty Pharmacist, and the address is Ground Floor, Super Specialty Block, Room No. 13."
2026-01-24T17:13:38.649166,te,ఫార్మసీ ఎక్కడ ఉంది లైసెన్స్ చెప్పగలరా,సమాచారం నా దగ్గర లేదు.
2026-01-24T17:13:53.861428,te,ఫార్మసీ ఎక్కడ ఉంది మీరు నాకు లొకేషన్,సమాచారం నా దగ్గర లేదు.
2026-01-24T17:14:19.463897,en,cardiology vibhajan ekkada undi,"The department name is Cardiology Unit 1, the doctor's name is Dr. O. Sai Satish, and the address is Ground floor, rooms 2, 4, 6."
2026-01-24T17:15:24.802519,te,యూరాలజీ విభాగం ఎక్కడ ఉంది,సమాచారం నా దగ్గర లేదు.
2026-01-24T17:16:00.768757,en,last mein jo aaya dusra banda hai vah invest karen vah kaise lagana hamari company mein tumhare andar,I do not have that information.
2026-01-24T17:21:21.863804,en,for liver problems which department should i,I do not have that information.
2026-01-24T17:21:35.088707,en,please can you tell me which department should i go for headache,I do not have that information.
2026-01-24T17:28:04.380905,en,i have headache which department should i consult to,"The department name is General Medicine, the doctor's name is General Physician, and the address is OPD Block, Ground Floor."
2026-01-24T17:28:25.618540,en,i have liver problems which department should i go for a cons,"The department name is Medical Gastroenterology, the doctor's name is Dr. Y. Satyanarayana Raju, and the address is 5th floor, room 502."
